#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 974: Waterhole, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Waterhole (974) 
# Washington  SNOTEL Site - 5010 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 23, 2021 8:15:07 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2016-12-05,12.7,34.4,25,17,20,0.10
2016-12-06,12.8,34.5,19,10,14,0.00
2016-12-07,12.9,34.5,14,6,11,0.00
2016-12-08,12.8,34.5,26,9,14,0.30
2016-12-09,13.0,34.8,29,26,28,0.80
2016-12-10,14.0,35.6,29,22,26,0.50
2016-12-11,14.8,36.1,29,23,26,0.70
2016-12-12,15.5,36.8,29,15,24,0.20
2016-12-13,15.4,37.0,22,16,18,0.00
2016-12-14,15.4,37.0,20,12,17,0.00
2016-12-15,15.4,37.0,20,11,16,0.00
2016-12-16,15.3,37.0,13,5,8,0.00
2016-12-17,15.1,37.0,25,9,18,0.00
2016-12-18,15.2,37.0,28,18,26,0.20
2016-12-19,15.3,37.2,33,27,29,1.10
2016-12-20,16.7,38.3,35,22,28,0.30
2016-12-21,17.0,38.6,33,19,26,0.00
2016-12-22,17.0,38.6,33,26,29,0.50
2016-12-23,17.1,39.1,27,19,24,0.50
2016-12-24,17.8,39.6,30,10,18,0.00
2016-12-25,17.8,39.6,22,10,16,0.00
2016-12-26,17.8,39.6,30,18,26,0.60
2016-12-27,18.7,40.2,29,23,24,0.90
2016-12-28,20.1,41.1,27,21,24,0.10
2016-12-29,20.1,41.2,32,22,28,0.70
2016-12-30,20.9,41.9,27,16,21,0.00
2016-12-31,20.9,41.9,26,16,21,0.40
2017-01-01,21.1,42.3,20,13,17,1.70
2017-01-02,23.4,44.0,13,10,12,0.10
2017-01-03,23.5,44.1,16,3,9,0.00
2017-01-04,23.4,44.1,14,4,10,0.00
2017-01-05,23.5,44.1,21,6,13,0.00
2017-01-06,23.5,44.1,24,12,18,0.00
2017-01-07,23.6,44.1,33,11,24,0.20
2017-01-08,23.6,44.3,36,30,33,0.30
2017-01-09,24.0,44.6,30,19,23,0.20
2017-01-10,24.3,44.8,23,6,18,0.00
2017-01-11,24.4,44.8,15,2,10,0.00
2017-01-12,24.2,44.8,22,10,16,0.00
2017-01-13,24.3,44.8,33,16,24,0.10
2017-01-14,24.3,44.9,34,23,26,0.00
2017-01-15,24.3,44.9,34,23,28,0.10
2017-01-16,24.4,45.0,40,30,36,0.00
2017-01-17,24.1,45.0,38,34,36,2.10
2017-01-18,24.6,47.1,37,31,34,1.70
2017-01-19,25.6,48.8,33,28,30,1.30
2017-01-20,28.1,50.1,33,26,29,0.40
2017-01-21,27.6,50.5,34,26,29,0.00
2017-01-22,27.6,50.5,30,23,27,0.00
2017-01-23,27.9,50.5,31,19,25,0.10
2017-01-24,27.9,50.6,32,20,26,0.00
2017-01-25,27.8,50.6,33,25,28,0.00
2017-01-26,27.7,50.6,34,23,28,0.00
2017-01-27,27.7,50.6,35,23,29,0.00
2017-01-28,27.7,50.6,40,29,35,0.00
2017-01-29,27.5,50.6,40,23,34,0.00
2017-01-30,27.5,50.6,32,20,26,0.00
2017-01-31,27.5,50.6,24,10,17,0.00
2017-02-01,27.5,50.6,18,9,14,0.00
2017-02-02,27.5,50.6,32,8,18,0.00
2017-02-03,27.5,50.6,35,31,32,0.50
2017-02-04,28.1,51.1,32,24,29,0.80
2017-02-05,29.3,51.9,24,18,21,0.30
2017-02-06,29.9,52.2,25,16,20,0.80
2017-02-07,30.8,53.0,25,11,17,0.10
2017-02-08,30.9,53.1,38,19,29,1.00
2017-02-09,31.6,54.1,39,29,35,2.60
2017-02-10,32.7,56.7,29,23,26,1.00
2017-02-11,33.4,57.7,31,20,25,0.30
2017-02-12,33.3,58.0,41,22,29,0.00
2017-02-13,33.2,58.0,48,28,37,0.00
2017-02-14,33.2,58.0,46,33,40,0.50
2017-02-15,33.3,58.5,40,36,38,2.80
2017-02-16,34.2,61.3,36,29,33,0.30
2017-02-17,32.9,61.6,36,25,29,0.00
2017-02-18,32.6,61.6,34,27,30,0.10
2017-02-19,32.8,61.7,30,23,27,0.50
2017-02-20,33.3,62.2,33,25,29,0.20
2017-02-21,33.5,62.4,33,20,27,0.00
2017-02-22,33.5,62.4,29,12,21,0.30
2017-02-23,33.7,62.7,29,13,20,0.10
2017-02-24,33.7,62.8,26,15,20,0.00
2017-02-25,33.7,62.8,28,14,21,0.00
2017-02-26,33.8,62.8,25,20,22,0.80
2017-02-27,34.2,63.6,25,16,20,0.00
2017-02-28,34.5,63.6,29,19,23,0.00
2017-03-01,34.6,63.6,32,26,28,0.20
2017-03-02,34.7,63.8,31,26,29,0.00
2017-03-03,34.9,63.8,32,22,29,2.20
2017-03-04,37.1,66.0,27,16,21,0.20
2017-03-05,37.3,66.2,27,17,21,0.50
2017-03-06,37.8,66.7,25,17,20,0.30
2017-03-07,38.1,67.0,30,19,25,0.00
2017-03-08,38.6,67.0,29,20,24,0.10
2017-03-09,38.8,67.1,35,23,30,0.60
2017-03-10,39.2,67.7,38,31,33,0.20
2017-03-11,39.4,67.9,37,31,33,0.40
2017-03-12,40.0,68.3,36,31,33,0.10
2017-03-13,40.0,68.4,42,32,36,0.50
2017-03-14,40.0,68.9,40,34,37,1.00
2017-03-15,39.6,69.9,36,28,33,0.10
2017-03-16,39.5,70.0,34,22,27,0.10
2017-03-17,39.7,70.1,36,24,30,1.10
2017-03-18,40.8,71.2,37,19,29,1.10
2017-03-19,41.1,72.3,32,17,23,0.00
2017-03-20,41.2,72.3,42,19,30,0.00
2017-03-21,41.0,72.3,40,33,36,0.30
2017-03-22,41.2,72.6,35,26,31,0.50
2017-03-23,41.9,73.1,35,25,30,0.30
2017-03-24,42.3,73.4,35,27,31,0.90
2017-03-25,43.3,74.3,35,23,28,0.20
2017-03-26,43.5,74.5,34,26,30,0.20
2017-03-27,43.9,74.7,35,28,31,0.00
2017-03-28,43.9,74.7,35,29,33,0.20
2017-03-29,44.3,74.9,38,29,33,0.60
2017-03-30,44.8,75.5,42,28,31,0.00
2017-03-31,44.9,75.5,42,25,34,0.10
2017-04-01,44.7,75.6,44,27,37,0.10
2017-04-02,44.5,75.7,37,22,28,0.00
2017-04-03,44.4,75.7,36,20,28,0.00
2017-04-04,44.4,75.7,38,29,34,0.50
2017-04-05,44.7,76.2,39,32,35,0.50
2017-04-06,44.9,76.7,41,32,34,0.10
2017-04-07,44.7,76.8,34,29,32,1.30
2017-04-08,46.4,78.1,34,24,28,0.60
2017-04-09,46.5,78.7,35,22,28,0.00
2017-04-10,46.5,78.7,34,24,28,0.40
2017-04-11,47.0,79.1,34,20,28,0.20
2017-04-12,47.0,79.3,40,31,34,0.30
2017-04-13,47.4,79.6,36,26,30,0.20
2017-04-14,47.4,79.8,36,26,29,0.00
2017-04-15,47.5,79.8,38,24,29,0.10
2017-04-16,47.5,79.9,46,24,34,0.00
2017-04-17,47.4,79.9,41,32,35,0.10
2017-04-18,47.4,80.0,40,31,34,0.20
2017-04-19,47.5,80.2,38,31,34,0.20
2017-04-20,47.8,80.4,40,29,33,0.30
2017-04-21,48.0,80.7,47,28,36,0.00
2017-04-22,47.6,80.7,45,32,37,0.30
2017-04-23,47.9,81.0,38,29,33,0.10
2017-04-24,48.0,81.1,39,28,32,0.10
2017-04-25,48.0,81.2,39,29,34,0.10
2017-04-26,47.9,81.3,38,28,33,0.00
2017-04-27,47.9,81.3,40,25,31,0.10
2017-04-28,47.9,81.4,42,25,33,0.00
2017-04-29,47.7,81.4,41,30,34,0.10
2017-04-30,47.7,81.5,41,28,34,0.00
2017-05-01,47.5,81.5,37,28,33,0.10
2017-05-02,47.5,81.6,46,32,39,0.10
2017-05-03,47.1,81.7,56,41,47,0.00
2017-05-04,45.8,81.7,62,40,48,0.20
2017-05-05,44.7,81.9,46,28,36,0.10
2017-05-06,44.4,82.0,41,26,31,0.00
2017-05-07,44.2,82.0,44,24,34,0.00
2017-05-08,43.5,82.0,47,30,38,0.00
2017-05-09,43.1,82.0,51,32,40,0.10
2017-05-10,42.2,82.1,51,36,42,0.20
2017-05-11,41.8,82.3,40,30,35,0.50
2017-05-12,41.8,82.8,40,28,32,0.30
2017-05-13,41.6,83.1,38,29,33,0.30
2017-05-14,41.6,83.4,38,30,34,0.30
2017-05-15,41.8,83.7,35,30,32,0.10
2017-05-16,41.8,83.8,40,28,33,0.30
2017-05-17,42.1,84.1,44,34,38,0.00
2017-05-18,41.8,84.1,46,33,39,0.00
2017-05-19,41.4,84.1,51,33,42,0.00
2017-05-20,40.7,84.1,53,36,43,0.00
2017-05-21,40.0,84.1,60,37,49,0.00
2017-05-22,38.9,84.1,65,43,53,0.00
2017-05-23,37.8,84.1,60,31,47,0.00
2017-05-24,36.6,84.1,49,30,36,0.10
2017-05-25,35.9,84.2,54,33,42,0.00
2017-05-26,34.7,84.2,58,36,47,0.00
2017-05-27,33.6,84.2,61,42,51,0.00
2017-05-28,32.6,84.2,66,44,53,0.00
2017-05-29,31.1,84.2,70,46,58,0.00
2017-05-30,29.5,84.2,54,39,47,0.00
2017-05-31,27.6,84.2,53,36,43,0.10
2017-06-01,26.5,84.3,51,37,43,0.00
2017-06-02,25.3,84.3,52,37,43,0.00
2017-06-03,23.4,84.3,47,35,40,0.00
2017-06-04,21.9,84.3,47,32,38,0.00
2017-06-05,20.9,84.3,52,33,44,0.00
2017-06-06,19.1,84.3,63,42,52,0.00
2017-06-07,17.0,84.3,64,42,53,0.10
2017-06-08,15.1,84.4,45,32,40,0.20
2017-06-09,13.7,84.6,42,33,36,0.30
2017-06-10,13.3,84.9,42,32,37,0.30
2017-06-11,13.0,85.2,49,34,41,0.00
2017-06-12,12.3,85.2,54,36,43,0.00
2017-06-13,10.6,85.2,46,33,38,0.00
2017-06-14,9.4,85.2,45,34,39,0.00
2017-06-15,8.6,85.2,46,38,42,0.40
2017-06-16,6.6,85.6,50,34,41,0.00
2017-06-17,4.9,85.6,50,33,41,0.10
2017-06-18,3.8,85.7,57,41,49,0.10
2017-06-19,1.8,85.8,60,46,52,0.00
2017-06-20,1.1,85.8,58,36,49,0.00
2017-06-21,0.4,85.8,54,34,44,0.00
2017-06-22,0.0,85.8,57,36,47,0.00
2017-06-23,0.0,85.8,63,41,52,0.00
2017-06-24,0.0,85.8,71,47,60,0.00
2017-06-25,0.0,85.8,75,54,65,0.00
2017-06-26,0.0,85.8,68,44,58,0.00
2017-06-27,0.0,85.8,59,41,50,0.00
2017-06-28,0.0,85.8,57,41,48,0.00
2017-06-29,0.0,85.8,64,41,53,0.00
2017-06-30,0.0,85.8,66,48,56,0.00
2017-07-01,0.0,85.8,64,47,54,0.00
2017-07-02,0.0,85.8,62,44,53,0.00
2017-07-03,0.0,85.8,58,41,48,0.00
2017-07-04,0.0,85.8,60,40,51,0.00
2017-07-05,0.0,85.8,65,47,56,0.00
2017-07-06,0.0,85.8,71,50,59,0.00
2017-07-07,0.0,85.8,67,46,57,0.00
2017-07-08,0.0,85.8,63,45,54,0.00
2017-07-09,0.0,85.8,60,47,52,0.00
2017-07-10,0.0,85.8,58,40,49,0.00
2017-07-11,0.0,85.8,56,40,48,0.00
2017-07-12,0.0,85.8,60,43,51,0.00
2017-07-13,0.0,85.8,52,42,47,0.00
2017-07-14,0.0,85.8,65,42,53,0.00
2017-07-15,0.0,85.8,56,41,48,0.00
2017-07-16,0.0,85.8,52,36,43,0.00
2017-07-17,0.0,85.8,57,35,47,0.00
2017-07-18,0.0,85.8,62,43,52,0.00
2017-07-19,0.0,85.8,58,43,50,0.00
2017-07-20,0.0,85.8,54,41,46,0.00
2017-07-21,0.0,85.8,59,41,49,0.00
2017-07-22,0.0,85.8,63,52,56,0.00
2017-07-23,0.0,85.8,65,43,54,0.00
2017-07-24,0.0,85.8,64,41,53,0.00
2017-07-25,0.0,85.8,68,48,57,0.00
2017-07-26,0.0,85.8,67,49,57,0.00
2017-07-27,0.0,85.8,60,46,52,0.00
2017-07-28,0.0,85.8,60,44,52,0.00
2017-07-29,0.0,85.8,65,44,55,0.00
2017-07-30,0.0,85.8,65,46,54,0.00
2017-07-31,0.0,85.8,65,46,56,0.00
2017-08-01,0.0,85.8,74,50,60,0.00
2017-08-02,0.0,85.8,76,53,62,0.00
2017-08-03,0.0,85.8,80,56,66,0.00
2017-08-04,0.0,85.8,74,54,64,0.00
2017-08-05,0.0,85.8,71,53,62,0.00
2017-08-06,0.0,85.8,74,55,63,0.00
2017-08-07,0.0,85.8,73,55,64,0.00
2017-08-08,0.0,85.8,72,53,63,0.00
2017-08-09,0.0,85.8,74,56,65,0.00
2017-08-10,0.0,85.8,75,56,65,0.00
2017-08-11,0.0,85.8,73,56,64,0.00
2017-08-12,0.0,85.8,68,48,57,0.00
2017-08-13,0.0,85.8,56,38,48,0.00
2017-08-14,0.0,85.8,51,35,44,0.00
2017-08-15,0.0,85.8,60,38,50,0.00
2017-08-16,0.0,85.8,63,44,53,0.00
2017-08-17,0.0,85.8,65,43,53,0.00
2017-08-18,0.0,85.8,60,41,51,0.00
2017-08-19,0.0,85.8,60,40,49,0.00
2017-08-20,0.0,85.8,62,45,52,0.00
2017-08-21,0.0,85.8,64,46,54,0.00
2017-08-22,0.0,85.8,69,51,58,0.00
2017-08-23,0.0,85.8,64,49,54,0.00
2017-08-24,0.0,85.8,56,37,46,0.00
2017-08-25,0.0,85.8,58,38,47,0.00
2017-08-26,0.0,85.8,65,44,55,0.00
2017-08-27,0.0,85.8,72,53,61,0.00
2017-08-28,0.0,85.8,73,55,64,0.00
2017-08-29,0.0,85.8,77,53,64,0.00
2017-08-30,0.0,85.8,65,48,55,0.00
2017-08-31,0.0,85.8,64,45,53,0.00
2017-09-01,0.0,85.8,72,47,58,0.00
2017-09-02,0.0,85.8,70,53,61,0.00
2017-09-03,0.0,85.8,72,55,62,0.00
2017-09-04,0.0,85.8,76,55,64,0.00
2017-09-05,0.0,85.8,77,64,68,0.00
2017-09-06,0.0,85.8,76,58,66,0.00
2017-09-07,0.0,85.8,69,53,60,0.00
2017-09-08,0.0,85.8,57,48,52,0.30
2017-09-09,0.0,86.1,49,39,46,0.00
2017-09-10,0.0,86.1,58,36,46,0.00
2017-09-11,0.0,86.1,69,45,56,0.00
2017-09-12,0.0,86.1,62,40,52,0.00
2017-09-13,0.0,86.1,51,36,42,0.00
2017-09-14,0.0,86.1,53,38,43,0.00
2017-09-15,0.0,86.1,56,38,45,0.00
2017-09-16,0.0,86.1,56,40,47,0.00
2017-09-17,0.0,86.1,48,35,42,0.20
2017-09-18,0.0,86.3,43,33,36,0.10
2017-09-19,0.0,86.4,43,31,36,0.10
2017-09-20,0.0,86.5,41,32,35,0.00
2017-09-21,0.0,86.5,45,34,38,0.10
2017-09-22,0.0,86.6,48,34,40,0.00
2017-09-23,0.0,86.6,50,38,43,0.00
2017-09-24,0.0,86.6,55,38,46,0.00
2017-09-25,0.0,86.6,49,44,46,0.20
2017-09-26,0.0,86.8,54,43,48,0.00
2017-09-27,0.0,86.8,64,44,53,0.00
2017-09-28,0.0,86.8,66,47,55,0.00
2017-09-29,0.0,86.8,53,34,45,0.00
2017-09-30,0.0,86.8,41,35,38,0.10
2017-10-01,0.0,0.0,41,31,36,0.00
2017-10-02,0.0,0.0,42,32,36,0.00
2017-10-03,0.0,0.0,49,31,40,0.00
2017-10-04,0.0,0.0,53,35,42,0.10
2017-10-05,0.0,0.1,58,38,47,0.10
2017-10-06,0.0,0.2,50,35,42,0.10
2017-10-07,0.0,0.3,38,33,35,0.20
2017-10-08,0.0,0.5,45,32,36,0.10
2017-10-09,0.0,0.6,51,30,40,0.00
2017-10-10,0.0,0.6,41,29,35,0.00
2017-10-11,0.0,0.6,39,26,31,0.00
2017-10-12,0.0,0.6,36,29,32,0.20
2017-10-13,0.0,0.8,36,25,29,0.00
2017-10-14,0.0,0.8,43,25,35,0.20
2017-10-15,0.0,1.0,52,36,42,0.00
2017-10-16,0.0,1.0,53,41,47,0.00
2017-10-17,0.0,1.0,47,30,37,0.70
2017-10-18,0.0,1.7,45,31,39,2.70
2017-10-19,0.0,4.4,37,33,35,0.80
2017-10-20,0.4,5.2,36,29,32,0.30
2017-10-21,0.5,5.5,43,30,37,1.80
2017-10-22,0.3,7.3,40,33,35,0.40
2017-10-23,0.1,7.7,46,32,39,0.00
2017-10-24,0.0,7.7,61,38,47,0.10
2017-10-25,0.0,7.8,49,32,43,0.00
2017-10-26,0.0,7.8,54,32,40,0.00
2017-10-27,0.0,7.8,66,42,54,0.00
2017-10-28,0.0,7.8,61,44,52,0.00
2017-10-29,0.0,7.8,47,34,41,0.00
2017-10-30,0.0,7.8,43,32,37,0.00
2017-10-31,0.0,7.8,56,39,47,0.00
2017-11-01,0.0,7.8,40,30,35,0.00
2017-11-02,0.0,7.8,32,21,28,0.80
2017-11-03,1.2,8.6,22,17,19,0.10
2017-11-04,1.2,8.7,27,21,24,0.40
2017-11-05,1.6,9.1,26,15,19,0.20
2017-11-06,1.8,9.3,30,12,20,0.00
2017-11-07,1.6,9.3,32,19,27,0.20
2017-11-08,1.8,9.5,38,29,34,0.10
2017-11-09,1.9,9.6,35,31,33,0.20
2017-11-10,2.2,9.8,38,29,32,0.10
2017-11-11,2.3,9.9,35,28,33,0.40
2017-11-12,2.5,10.3,36,33,34,1.80
2017-11-13,4.3,12.1,36,29,31,1.30
2017-11-14,6.5,13.4,32,28,31,0.20
2017-11-15,11.1,13.6,31,27,29,0.10
2017-11-16,12.8,13.7,32,26,28,3.20
2017-11-17,13.0,16.9,31,25,27,0.00
2017-11-18,13.0,16.9,33,28,30,0.00
2017-11-19,13.0,16.9,34,30,33,1.50
2017-11-20,14.9,18.4,36,24,31,0.80
2017-11-21,15.3,19.2,46,25,39,1.90
2017-11-22,15.3,21.1,46,40,44,1.50
2017-11-23,13.3,22.6,41,31,35,0.60
2017-11-24,12.3,23.2,33,29,31,0.10
2017-11-25,12.1,23.3,40,32,35,0.90
2017-11-26,12.6,24.2,42,26,34,1.20
2017-11-27,12.0,25.4,30,25,28,0.10
2017-11-28,11.7,25.5,33,27,30,0.30
2017-11-29,12.0,25.8,32,26,29,0.20
2017-11-30,11.9,26.0,35,27,31,0.30
2017-12-01,12.1,26.3,31,26,29,0.80
2017-12-02,13.2,27.1,31,26,28,0.10
2017-12-03,13.5,27.2,28,18,23,0.00
2017-12-04,13.4,27.2,31,18,25,0.10
2017-12-05,13.4,27.3,35,25,30,0.10
2017-12-06,13.5,27.4,40,30,34,0.00
2017-12-07,13.4,27.4,47,35,38,0.30
2017-12-08,13.4,27.7,48,35,41,0.00
2017-12-09,13.4,27.7,49,39,43,0.00
2017-12-10,13.4,27.7,51,40,44,0.00
2017-12-11,13.5,27.7,52,39,45,0.00
2017-12-12,13.7,27.7,44,34,38,0.00
2017-12-13,13.7,27.7,42,30,35,0.00
2017-12-14,13.9,27.7,51,37,42,0.00
2017-12-15,13.9,27.7,42,27,33,0.10
2017-12-16,14.1,27.8,33,26,29,0.10
2017-12-17,14.4,27.9,38,33,35,0.20
2017-12-18,14.5,28.1,34,28,31,0.70
2017-12-19,15.2,28.8,33,23,29,2.30
2017-12-20,17.5,31.1,24,15,19,0.00
2017-12-21,17.3,31.1,30,18,24,0.00
2017-12-22,17.3,31.1,28,11,21,0.00
2017-12-23,17.3,31.1,19,7,12,0.00
2017-12-24,17.3,31.1,29,19,26,0.30
2017-12-25,17.9,31.4,30,23,26,0.10
2017-12-26,18.2,31.5,28,21,23,0.00
2017-12-27,18.4,31.5,32,23,27,0.10
2017-12-28,18.5,31.6,34,31,33,0.30
2017-12-29,18.8,31.9,38,28,34,1.50
2017-12-30,19.6,33.4,30,21,26,0.20
2017-12-31,19.9,33.6,33,21,27,0.00
2018-01-01,19.7,33.6,40,27,34,0.10
2018-01-02,19.4,33.7,47,35,40,0.00
2018-01-03,19.5,33.7,46,37,40,0.00
2018-01-04,19.6,33.7,45,37,41,0.00
2018-01-05,19.7,33.7,41,34,38,0.60
2018-01-06,19.2,34.3,35,28,31,0.00
2018-01-07,18.6,34.3,35,28,32,0.30
2018-01-08,19.0,34.6,34,31,33,0.10
2018-01-09,19.4,34.7,32,24,29,0.20
2018-01-10,19.7,34.9,32,24,28,0.20
2018-01-11,19.8,35.1,35,31,33,0.90
2018-01-12,20.9,36.0,37,33,34,0.20
2018-01-13,20.9,36.2,45,35,39,0.00
2018-01-14,20.9,36.2,53,37,44,0.10
2018-01-15,20.8,36.3,51,36,42,0.00
2018-01-16,20.8,36.3,36,30,32,0.20
2018-01-17,21.1,36.5,37,30,33,1.50
2018-01-18,22.3,38.0,30,26,28,1.70
2018-01-19,24.4,39.7,29,25,28,0.50
2018-01-20,24.9,40.2,31,24,28,0.40
2018-01-21,26.5,40.6,31,25,28,1.30
2018-01-22,27.8,41.9,30,23,26,0.40
2018-01-23,28.5,42.3,34,26,31,2.50
2018-01-24,31.0,44.8,34,24,30,0.50
2018-01-25,31.7,45.3,28,22,24,0.40
2018-01-26,32.1,45.7,27,22,24,0.40
2018-01-27,32.7,46.1,32,27,29,0.80
2018-01-28,33.8,46.9,37,27,35,0.80
2018-01-29,33.9,47.7,40,25,34,1.30
2018-01-30,34.1,49.0,28,23,25,0.80
2018-01-31,34.9,49.8,29,23,26,0.20
2018-02-01,35.1,50.0,36,28,32,0.50
2018-02-02,35.5,50.5,38,34,36,0.40
2018-02-03,35.6,50.9,41,35,38,0.40
2018-02-04,35.7,51.3,40,32,36,0.00
2018-02-05,35.3,51.3,37,31,33,0.00
2018-02-06,35.3,51.3,39,30,34,0.20
2018-02-07,35.4,51.5,43,36,38,0.00
2018-02-08,35.3,51.5,40,24,34,0.00
2018-02-09,35.4,51.5,31,22,26,0.00
2018-02-10,35.2,51.5,34,18,25,0.00
2018-02-11,35.1,51.5,29,15,23,0.00
2018-02-12,35.3,51.5,35,11,22,0.00
2018-02-13,35.2,51.5,42,25,32,0.20
2018-02-14,35.2,51.7,30,18,25,0.00
2018-02-15,35.7,51.7,29,17,24,0.10
2018-02-16,35.6,51.8,35,25,29,0.20
2018-02-17,35.8,52.0,31,19,27,0.90
2018-02-18,37.3,52.9,19,7,13,0.60
2018-02-19,38.0,53.5,21,3,11,0.20
2018-02-20,38.0,53.7,22,9,15,0.00
2018-02-21,38.1,53.7,21,3,14,0.10
2018-02-22,38.3,53.8,18,5,12,0.20
2018-02-23,38.4,54.0,26,7,18,0.10
2018-02-24,38.8,54.1,29,20,23,0.40
2018-02-25,39.4,54.5,27,16,23,0.90
2018-02-26,40.7,55.4,33,13,21,0.10
2018-02-27,40.8,55.5,33,22,26,0.00
2018-02-28,41.0,55.5,30,22,26,0.30
2018-03-01,41.6,55.8,30,20,24,0.20
2018-03-02,41.7,56.0,32,21,25,0.10
2018-03-03,42.0,56.1,35,20,25,0.10
2018-03-04,42.0,56.2,31,22,25,0.00
2018-03-05,42.1,56.2,28,19,24,0.10
2018-03-06,42.0,56.3,35,22,26,0.00
2018-03-07,42.0,56.3,42,23,32,0.00
2018-03-08,42.1,56.3,34,28,32,0.50
2018-03-09,42.7,56.8,34,22,26,0.00
2018-03-10,42.8,56.8,41,22,30,0.00
2018-03-11,42.9,56.8,44,28,35,0.00
2018-03-12,42.9,56.8,52,32,41,0.10
2018-03-13,42.9,56.9,46,30,37,0.20
2018-03-14,43.2,57.1,37,21,29,0.00
2018-03-15,43.3,57.1,35,21,26,0.00
2018-03-16,43.3,57.1,40,21,28,0.00
2018-03-17,43.4,57.1,36,24,29,0.10
2018-03-18,43.5,57.2,33,23,28,0.50
2018-03-19,44.0,57.7,37,20,27,0.00
2018-03-20,44.1,57.7,40,21,30,0.00
2018-03-21,44.2,57.7,43,26,33,0.10
2018-03-22,44.2,57.8,33,22,27,0.60
2018-03-23,45.1,58.4,29,19,23,0.20
2018-03-24,45.3,58.6,34,17,23,0.00
2018-03-25,45.4,58.6,33,14,23,0.10
2018-03-26,45.5,58.7,35,25,30,0.10
2018-03-27,45.7,58.8,40,29,34,0.00
2018-03-28,45.7,58.8,39,27,33,0.10
2018-03-29,45.7,58.9,38,31,34,0.20
2018-03-30,45.9,59.1,44,28,34,0.00
2018-03-31,46.1,59.1,45,28,34,0.00
2018-04-01,46.0,59.1,32,21,27,0.10
2018-04-02,46.3,59.2,34,18,25,0.20
2018-04-03,46.4,59.4,32,22,27,0.00
2018-04-04,46.5,59.4,38,26,33,0.20
2018-04-05,46.7,59.6,40,34,36,0.20
2018-04-06,46.6,59.8,50,35,40,0.10
2018-04-07,46.3,59.9,44,30,34,1.20
2018-04-08,47.6,61.1,37,31,33,0.40
2018-04-09,47.8,61.5,47,29,37,0.00
2018-04-10,47.9,61.5,45,30,35,0.60
2018-04-11,48.3,62.1,34,25,30,0.40
2018-04-12,48.8,62.5,36,23,28,0.10
2018-04-13,49.1,62.6,35,28,33,0.70
2018-04-14,50.3,63.3,34,26,30,1.00
2018-04-15,51.2,64.3,33,24,29,0.50
2018-04-16,52.0,64.8,34,29,30,0.40
2018-04-17,52.5,65.2,34,24,29,0.00
2018-04-18,52.6,65.2,35,24,29,0.30
2018-04-19,52.9,65.5,43,23,33,0.00
2018-04-20,52.9,65.5,44,30,34,0.10
