#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 943: Dungeness, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Dungeness (943) 
# Washington  SNOTEL Site - 4010 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 23, 2021 8:14:30 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2016-08-14,0.0,61.6,74,55,61,0.10
2016-08-15,0.0,61.7,73,53,60,0.00
2016-08-16,0.0,61.7,74,53,61,0.00
2016-08-17,0.0,61.7,73,53,60,0.00
2016-08-18,0.0,61.7,77,55,64,0.00
2016-08-19,0.0,61.7,80,57,65,0.00
2016-08-20,0.0,61.7,81,61,66,0.00
2016-08-21,0.0,61.7,66,44,56,0.00
2016-08-22,0.0,61.7,58,43,47,0.00
2016-08-23,0.0,61.7,68,45,54,0.00
2016-08-24,0.0,61.7,70,51,58,0.00
2016-08-25,0.0,61.7,76,55,63,0.00
2016-08-26,0.0,61.7,77,57,64,0.00
2016-08-27,0.0,61.7,66,50,57,0.00
2016-08-28,0.0,61.7,61,47,53,0.00
2016-08-29,0.0,61.7,69,51,57,0.00
2016-08-30,0.0,61.7,63,48,54,0.00
2016-08-31,0.0,61.7,56,46,51,0.00
2016-09-01,0.0,61.7,55,45,48,0.10
2016-09-02,0.0,61.8,52,42,46,0.20
2016-09-03,0.0,62.0,53,41,45,0.00
2016-09-04,0.0,62.0,55,40,45,0.00
2016-09-05,0.0,62.0,54,42,47,0.10
2016-09-06,0.0,62.1,57,47,49,0.10
2016-09-07,0.0,62.2,54,44,47,0.00
2016-09-08,0.0,62.2,56,41,46,0.00
2016-09-09,0.0,62.2,64,41,51,0.00
2016-09-10,0.0,62.2,64,46,53,0.00
2016-09-11,0.0,62.2,57,41,46,0.10
2016-09-12,0.0,62.3,60,41,47,0.00
2016-09-13,0.0,62.3,64,45,51,0.00
2016-09-14,0.0,62.3,70,49,56,0.00
2016-09-15,0.0,62.3,69,51,56,0.00
2016-09-16,0.0,62.3,67,50,57,0.00
2016-09-17,0.0,62.3,57,43,51,0.10
2016-09-18,0.0,62.4,52,41,46,0.00
2016-09-19,0.0,62.4,56,41,46,0.00
2016-09-20,0.0,62.4,51,38,43,0.00
2016-09-21,0.0,62.4,54,40,45,0.00
2016-09-22,0.0,62.4,58,41,47,0.00
2016-09-23,0.0,62.4,60,40,47,0.00
2016-09-24,0.0,62.4,53,39,46,0.00
2016-09-25,0.0,62.4,65,47,54,0.00
2016-09-26,0.0,62.4,72,52,58,0.00
2016-09-27,0.0,62.4,56,40,48,0.00
2016-09-28,0.0,62.4,60,42,47,0.00
2016-09-29,0.0,62.4,58,42,47,0.10
2016-09-30,0.0,62.5,53,38,43,0.00
2016-10-01,0.0,0.0,51,39,42,0.20
2016-10-02,0.0,0.2,52,39,42,0.30
2016-10-03,0.0,0.5,48,40,43,0.00
2016-10-04,0.0,0.5,49,39,43,0.10
2016-10-05,0.0,0.6,49,42,44,0.10
2016-10-06,0.0,0.7,49,39,43,0.20
2016-10-07,0.0,0.9,52,39,44,0.00
2016-10-08,0.0,0.9,52,40,48,1.00
2016-10-09,0.0,1.9,44,33,39,0.00
2016-10-10,0.0,1.9,44,31,35,0.00
2016-10-11,0.0,1.9,48,31,37,0.00
2016-10-12,0.0,1.9,53,35,44,0.10
2016-10-13,0.0,2.0,48,43,46,1.80
2016-10-14,0.0,3.8,43,38,40,2.00
2016-10-15,0.0,5.8,43,38,40,3.30
2016-10-16,0.0,9.1,45,38,40,0.40
2016-10-17,0.0,9.5,47,38,40,0.20
2016-10-18,0.0,9.7,44,36,39,0.00
2016-10-19,0.0,9.7,46,35,40,0.20
2016-10-20,0.0,9.9,50,36,43,0.70
2016-10-21,0.0,10.6,49,35,38,0.10
2016-10-22,0.0,10.7,47,33,39,0.30
2016-10-23,0.0,11.0,46,39,42,0.60
2016-10-24,0.0,11.6,51,39,44,0.40
2016-10-25,0.0,12.0,44,38,40,0.80
2016-10-26,0.0,12.8,49,40,44,1.10
2016-10-27,0.0,13.9,48,39,42,0.20
2016-10-28,0.0,14.1,45,38,42,0.00
2016-10-29,0.0,14.1,46,36,41,0.30
2016-10-30,0.0,14.4,46,37,41,0.40
2016-10-31,0.0,14.8,44,36,40,0.10
2016-11-01,0.0,14.9,44,35,39,0.10
2016-11-02,0.0,15.0,49,40,44,0.60
2016-11-03,0.0,15.6,53,36,43,0.00
2016-11-04,0.0,15.6,55,46,51,0.10
2016-11-05,0.0,15.7,48,38,44,1.10
2016-11-06,0.0,16.8,46,36,40,0.10
2016-11-07,0.0,16.9,53,42,48,0.00
2016-11-08,0.0,16.9,58,49,53,0.00
2016-11-09,0.0,16.9,51,42,47,0.10
2016-11-10,0.0,17.0,59,47,53,0.00
2016-11-11,0.0,17.0,53,44,50,0.10
2016-11-12,0.0,17.1,48,36,43,0.80
2016-11-13,0.0,17.9,47,37,42,0.30
2016-11-14,0.0,18.2,42,35,38,0.10
2016-11-15,0.0,18.3,41,32,37,0.20
2016-11-16,0.0,18.5,38,29,32,0.00
2016-11-17,0.0,18.5,38,30,33,0.00
2016-11-18,0.0,18.5,39,33,36,0.00
2016-11-19,0.0,18.5,40,35,37,1.80
2016-11-20,0.0,20.3,42,36,39,0.50
2016-11-21,0.0,20.8,41,32,35,0.00
2016-11-22,0.0,20.8,40,34,36,0.60
2016-11-23,0.1,21.4,36,31,33,0.10
2016-11-24,0.9,21.5,35,33,34,1.30
2016-11-25,2.2,22.8,36,28,32,1.00
2016-11-26,2.6,23.8,39,32,36,2.10
2016-11-27,3.2,25.9,36,28,32,0.30
2016-11-28,3.4,26.2,37,31,34,0.00
2016-11-29,3.4,26.2,38,30,33,0.10
2016-11-30,3.4,26.3,39,29,33,0.00
2016-12-01,3.4,26.3,35,27,31,0.00
2016-12-02,3.4,26.3,43,32,36,0.10
2016-12-03,3.3,26.4,39,31,33,0.10
2016-12-04,3.3,26.5,33,21,26,0.00
2016-12-05,3.2,26.5,29,21,24,0.00
2016-12-06,2.9,26.5,25,15,20,0.20
2016-12-07,3.1,26.7,22,12,16,0.00
2016-12-08,3.2,26.7,29,18,22,0.20
2016-12-09,3.5,26.9,35,28,31,0.10
2016-12-10,3.7,27.0,34,24,29,0.00
2016-12-11,3.3,27.0,33,26,30,0.00
2016-12-12,3.3,27.0,33,23,27,0.00
2016-12-13,3.3,27.0,28,19,22,0.00
2016-12-14,3.5,27.0,27,19,22,0.00
2016-12-15,3.6,27.0,26,16,21,0.00
2016-12-16,3.5,27.0,22,12,15,0.00
2016-12-17,3.6,27.0,25,17,22,0.10
2016-12-18,4.3,27.1,35,24,31,0.10
2016-12-19,4.2,27.2,39,32,36,0.30
2016-12-20,3.7,27.5,43,29,34,0.00
2016-12-21,3.7,27.5,41,26,34,0.00
2016-12-22,3.8,27.5,43,31,35,0.10
2016-12-23,3.9,27.6,31,22,28,0.50
2016-12-24,4.3,28.1,29,19,23,0.00
2016-12-25,4.3,28.1,28,17,21,0.00
2016-12-26,4.3,28.1,35,22,30,0.10
2016-12-27,4.6,28.2,33,24,28,0.00
2016-12-28,4.5,28.2,35,23,28,0.10
2016-12-29,4.6,28.3,40,28,34,0.00
2016-12-30,4.6,28.3,31,22,26,0.00
2016-12-31,4.6,28.3,31,21,25,0.00
2017-01-01,4.7,28.3,24,18,21,1.00
2017-01-02,5.7,29.3,20,11,16,0.00
2017-01-03,5.7,29.3,18,8,11,0.00
2017-01-04,5.6,29.3,24,9,16,0.00
2017-01-05,5.7,29.3,29,17,21,0.10
2017-01-06,5.8,29.4,28,18,22,0.10
2017-01-07,5.8,29.5,36,23,30,0.00
2017-01-08,5.9,29.5,38,34,36,1.10
2017-01-09,6.2,30.6,34,24,28,0.00
2017-01-10,6.2,30.6,28,13,23,0.00
2017-01-11,6.3,30.6,22,14,18,0.00
2017-01-12,6.3,30.6,30,19,23,0.00
2017-01-13,6.3,30.6,39,23,31,0.00
2017-01-14,6.3,30.6,44,31,36,0.10
2017-01-15,6.4,30.7,44,32,36,0.00
2017-01-16,6.5,30.7,50,38,43,0.00
2017-01-17,6.1,30.7,47,39,42,2.00
2017-01-18,6.1,32.7,44,35,39,1.80
2017-01-19,6.0,34.5,38,31,34,0.10
2017-01-20,6.1,34.6,35,31,33,0.20
2017-01-21,6.3,34.8,36,30,33,0.10
2017-01-22,6.5,34.9,34,29,32,0.30
2017-01-23,6.8,35.2,37,27,30,0.00
2017-01-24,6.8,35.2,37,27,29,0.10
2017-01-25,6.9,35.3,37,29,32,0.00
2017-01-26,6.9,35.3,38,29,32,0.10
2017-01-27,6.9,35.4,42,29,33,0.00
2017-01-28,6.9,35.4,49,35,41,0.00
2017-01-29,6.9,35.4,47,30,39,0.00
2017-01-30,6.9,35.4,34,28,30,0.00
2017-01-31,6.9,35.4,30,17,23,0.00
2017-02-01,6.9,35.4,27,14,20,0.20
2017-02-02,7.1,35.6,35,22,28,0.00
2017-02-03,7.1,35.6,41,32,36,0.10
2017-02-04,7.2,35.7,37,29,34,0.10
2017-02-05,7.3,35.8,29,24,26,0.40
2017-02-06,7.7,36.2,32,19,24,0.00
2017-02-07,7.7,36.2,30,18,22,0.10
2017-02-08,7.8,36.3,41,22,30,0.60
2017-02-09,8.2,36.9,43,33,39,1.10
2017-02-10,7.8,38.0,38,26,31,0.30
2017-02-11,7.8,38.3,40,24,29,0.00
2017-02-12,7.8,38.3,47,28,34,0.00
2017-02-13,7.7,38.3,56,36,44,0.00
2017-02-14,7.5,38.3,56,43,47,0.60
2017-02-15,7.2,38.9,47,41,43,2.70
2017-02-16,7.5,41.6,45,32,37,0.10
2017-02-17,7.4,41.7,43,30,33,0.00
2017-02-18,7.5,41.7,37,30,33,0.20
2017-02-19,7.7,41.9,36,29,32,0.10
2017-02-20,7.8,42.0,37,28,32,0.10
2017-02-21,7.8,42.1,42,24,32,0.00
2017-02-22,7.8,42.1,34,21,25,0.20
2017-02-23,8.0,42.3,34,20,24,0.20
2017-02-24,8.2,42.5,34,20,25,0.00
2017-02-25,8.2,42.5,33,21,26,0.00
2017-02-26,8.2,42.5,31,25,27,0.20
2017-02-27,8.4,42.7,34,20,25,0.10
2017-02-28,8.5,42.8,38,22,28,0.00
2017-03-01,8.5,42.8,38,27,31,0.10
2017-03-02,8.6,42.9,39,29,34,0.00
2017-03-03,8.6,42.9,42,27,34,0.20
2017-03-04,8.8,43.1,36,20,26,0.20
2017-03-05,9.0,43.3,33,20,25,0.40
2017-03-06,9.4,43.7,38,19,24,0.00
2017-03-07,9.4,43.7,39,21,29,0.10
2017-03-08,9.5,43.8,39,21,28,0.00
2017-03-09,9.5,43.8,40,25,32,0.40
2017-03-10,9.9,44.2,46,32,38,0.00
2017-03-11,9.9,44.2,45,34,39,0.20
2017-03-12,9.8,44.4,44,34,39,0.00
2017-03-13,9.7,44.4,45,38,41,0.30
2017-03-14,9.7,44.7,52,38,43,0.90
2017-03-15,9.3,45.6,44,32,37,0.10
2017-03-16,9.3,45.7,45,28,33,0.00
2017-03-17,9.4,45.7,41,30,35,0.70
2017-03-18,9.8,46.4,42,25,35,0.60
2017-03-19,9.6,47.0,39,23,29,0.00
2017-03-20,9.4,47.0,43,26,35,0.10
2017-03-21,9.2,47.1,47,36,41,0.20
2017-03-22,9.1,47.3,47,30,37,0.40
2017-03-23,9.0,47.7,44,29,35,0.10
2017-03-24,8.8,47.8,45,31,35,0.20
2017-03-25,8.9,48.0,45,29,34,0.00
2017-03-26,8.9,48.0,46,33,36,0.10
2017-03-27,8.8,48.1,45,32,36,0.00
2017-03-28,8.7,48.1,49,34,41,0.00
2017-03-29,8.3,48.1,54,32,40,0.00
2017-03-30,7.6,48.1,46,32,36,0.10
2017-03-31,7.3,48.2,49,32,38,0.00
2017-04-01,6.9,48.2,50,33,40,0.00
2017-04-02,6.3,48.2,39,29,34,0.00
2017-04-03,6.4,48.2,42,27,33,0.00
2017-04-04,6.1,48.2,46,35,40,0.20
2017-04-05,5.9,48.4,46,36,40,0.30
2017-04-06,5.3,48.7,48,36,40,0.10
2017-04-07,4.9,48.8,41,33,36,2.60
2017-04-08,5.3,51.4,41,28,34,0.00
2017-04-09,5.3,51.4,40,26,32,0.20
2017-04-10,5.5,51.6,41,28,32,0.20
2017-04-11,5.6,51.8,43,26,33,0.20
2017-04-12,5.9,52.0,47,35,38,1.00
2017-04-13,6.4,53.0,46,32,36,0.00
2017-04-14,6.2,53.0,44,30,35,0.10
2017-04-15,6.2,53.1,41,29,33,0.10
2017-04-16,6.5,53.2,51,29,39,0.00
2017-04-17,5.9,53.2,47,35,40,0.00
2017-04-18,5.6,53.2,50,35,40,0.00
2017-04-19,5.1,53.2,46,35,39,0.30
2017-04-20,4.8,53.5,42,32,36,0.20
2017-04-21,4.6,53.7,53,33,41,0.00
2017-04-22,3.7,53.7,48,35,41,0.50
2017-04-23,3.1,54.2,46,33,38,0.10
2017-04-24,2.5,54.3,45,32,36,0.00
2017-04-25,2.3,54.3,47,33,38,0.00
2017-04-26,1.8,54.3,47,31,38,0.00
2017-04-27,1.3,54.3,43,30,34,0.10
2017-04-28,1.1,54.4,44,30,36,0.00
2017-04-29,0.8,54.4,49,32,40,0.00
2017-04-30,0.5,54.4,44,32,37,0.00
2017-05-01,0.3,54.4,39,32,36,0.10
2017-05-02,0.1,54.5,49,33,42,0.00
2017-05-03,0.0,54.5,63,47,53,0.00
2017-05-04,0.0,54.5,68,47,55,0.20
2017-05-05,0.0,54.7,52,33,44,0.10
2017-05-06,0.0,54.8,43,30,35,0.20
2017-05-07,0.0,55.0,47,30,36,0.00
2017-05-08,0.0,55.0,50,35,42,0.00
2017-05-09,0.0,55.0,53,38,44,0.00
2017-05-10,0.0,55.0,57,42,49,0.00
2017-05-11,0.0,55.0,48,33,42,0.70
2017-05-12,0.0,55.7,43,32,36,0.20
2017-05-13,0.0,55.9,41,31,35,0.40
2017-05-14,0.0,56.3,42,34,37,0.40
2017-05-15,0.0,56.7,41,34,37,0.00
2017-05-16,0.0,56.7,41,33,36,0.20
2017-05-17,0.0,56.9,48,37,41,0.00
2017-05-18,0.0,56.9,51,36,43,0.00
2017-05-19,0.0,56.9,55,38,46,0.00
2017-05-20,0.0,56.9,61,42,49,0.00
2017-05-21,0.0,56.9,69,44,54,0.00
2017-05-22,0.0,56.9,74,49,58,0.00
2017-05-23,0.0,56.9,69,39,54,0.00
2017-05-24,0.0,56.9,50,36,42,0.00
2017-05-25,0.0,56.9,61,38,47,0.00
2017-05-26,0.0,56.9,67,44,53,0.00
2017-05-27,0.0,56.9,70,48,57,0.00
2017-05-28,0.0,56.9,72,51,60,0.00
2017-05-29,0.0,56.9,77,55,64,0.00
2017-05-30,0.0,56.9,60,44,53,0.00
2017-05-31,0.0,56.9,58,41,48,0.10
2017-06-01,0.0,57.0,57,42,48,0.00
2017-06-02,0.0,57.0,57,42,49,0.00
2017-06-03,0.0,57.0,50,38,44,0.00
2017-06-04,0.0,57.0,46,36,41,0.00
2017-06-05,0.0,57.0,62,36,48,0.00
2017-06-06,0.0,57.0,71,49,58,0.00
2017-06-07,0.0,57.0,72,50,60,0.10
2017-06-08,0.0,57.1,57,38,48,0.30
2017-06-09,0.0,57.4,46,35,40,0.30
2017-06-10,0.0,57.7,47,38,42,0.10
2017-06-11,0.0,57.8,55,39,45,0.00
2017-06-12,0.0,57.8,58,40,46,0.00
2017-06-13,0.0,57.8,46,38,42,0.10
2017-06-14,0.0,57.9,47,37,42,0.00
2017-06-15,0.0,57.9,57,41,48,0.10
2017-06-16,0.0,58.0,51,39,45,0.00
2017-06-17,0.0,58.0,52,38,44,0.00
2017-06-18,0.0,58.0,63,44,53,0.00
2017-06-19,0.0,58.0,64,50,56,0.00
2017-06-20,0.0,58.0,61,41,53,0.00
2017-06-21,0.0,58.0,57,40,46,0.00
2017-06-22,0.0,58.0,64,41,51,0.00
2017-06-23,0.0,58.0,70,45,56,0.00
2017-06-24,0.0,58.0,80,52,64,0.00
2017-06-25,0.0,58.0,84,62,71,0.00
2017-06-26,0.0,58.0,71,49,62,0.00
2017-06-27,0.0,58.0,65,46,54,0.00
2017-06-28,0.0,58.0,65,46,53,0.00
2017-06-29,0.0,58.0,71,47,57,0.00
2017-06-30,0.0,58.0,72,53,60,0.00
2017-07-01,0.0,58.0,70,51,58,0.00
2017-07-02,0.0,58.0,68,50,57,0.00
2017-07-03,0.0,58.0,62,46,52,0.00
2017-07-04,0.0,58.0,69,44,54,0.00
2017-07-05,0.0,58.0,76,51,60,0.00
2017-07-06,0.0,58.0,76,56,64,0.00
2017-07-07,0.0,58.0,66,50,58,0.00
2017-07-08,0.0,58.0,73,49,58,0.00
2017-07-09,0.0,58.0,64,51,56,0.00
2017-07-10,0.0,58.0,63,45,53,0.00
2017-07-11,0.0,58.0,64,42,52,0.00
2017-07-12,0.0,58.0,63,48,53,0.00
2017-07-13,0.0,58.0,54,45,49,0.00
2017-07-14,0.0,58.0,68,45,55,0.00
2017-07-15,0.0,58.0,62,46,52,0.00
2017-07-16,0.0,58.0,56,42,47,0.00
2017-07-17,0.0,58.0,65,41,51,0.00
2017-07-18,0.0,58.0,70,48,56,0.00
2017-07-19,0.0,58.0,66,49,54,0.00
2017-07-20,0.0,58.0,56,45,51,0.00
2017-07-21,0.0,58.0,63,45,53,0.00
2017-07-22,0.0,58.0,67,54,59,0.00
2017-07-23,0.0,58.0,68,49,57,0.00
2017-07-24,0.0,58.0,72,45,57,0.00
2017-07-25,0.0,58.0,76,53,62,0.00
2017-07-26,0.0,58.0,75,56,62,0.00
2017-07-27,0.0,58.0,65,50,56,0.00
2017-07-28,0.0,58.0,70,48,56,0.00
2017-07-29,0.0,58.0,73,52,59,0.00
2017-07-30,0.0,58.0,71,51,58,0.00
2017-07-31,0.0,58.0,74,50,60,0.00
2017-08-01,0.0,58.0,80,55,65,0.00
2017-08-02,0.0,58.0,82,59,68,0.00
2017-08-03,0.0,58.0,86,62,71,0.00
2017-08-04,0.0,58.0,82,62,69,0.00
2017-08-05,0.0,58.0,76,60,66,0.00
2017-08-06,0.0,58.0,81,60,68,0.00
2017-08-07,0.0,58.0,81,60,68,0.00
2017-08-08,0.0,58.0,82,60,68,0.00
2017-08-09,0.0,58.0,82,61,69,0.00
2017-08-10,0.0,58.0,83,62,69,0.00
2017-08-11,0.0,58.0,82,63,68,0.00
2017-08-12,0.0,58.0,72,52,61,0.00
2017-08-13,0.0,58.0,58,47,51,0.00
2017-08-14,0.0,58.0,59,42,48,0.00
2017-08-15,0.0,58.0,67,44,53,0.00
2017-08-16,0.0,58.0,70,50,57,0.00
2017-08-17,0.0,58.0,69,47,56,0.00
2017-08-18,0.0,58.0,62,47,53,0.00
2017-08-19,0.0,58.0,65,44,52,0.00
2017-08-20,0.0,58.0,67,50,56,0.00
2017-08-21,0.0,58.0,72,50,58,0.00
2017-08-22,0.0,58.0,77,57,64,0.00
2017-08-23,0.0,58.0,68,50,58,0.00
2017-08-24,0.0,58.0,55,45,49,0.00
2017-08-25,0.0,58.0,64,43,51,0.00
2017-08-26,0.0,58.0,74,49,59,0.00
2017-08-27,0.0,58.0,79,57,65,0.00
2017-08-28,0.0,58.0,83,60,68,0.00
2017-08-29,0.0,58.0,85,59,70,0.00
2017-08-30,0.0,58.0,71,52,58,0.00
2017-08-31,0.0,58.0,64,50,55,0.00
2017-09-01,0.0,58.0,76,53,62,0.00
2017-09-02,0.0,58.0,79,59,65,0.00
2017-09-03,0.0,58.0,80,60,67,0.00
2017-09-04,0.0,58.0,82,59,69,0.00
2017-09-05,0.0,58.0,85,69,74,0.00
2017-09-06,0.0,58.0,78,64,69,0.00
2017-09-07,0.0,58.0,75,56,64,0.10
2017-09-08,0.0,58.1,60,51,55,0.00
2017-09-09,0.0,58.1,57,42,51,0.00
2017-09-10,0.0,58.1,63,43,50,0.00
2017-09-11,0.0,58.1,73,50,59,0.00
2017-09-12,0.0,58.1,65,49,55,0.00
2017-09-13,0.0,58.1,56,42,47,0.00
2017-09-14,0.0,58.1,60,42,48,0.00
2017-09-15,0.0,58.1,64,45,51,0.00
2017-09-16,0.0,58.1,62,47,52,0.00
2017-09-17,0.0,58.1,55,37,48,0.00
2017-09-18,0.0,58.1,46,38,41,0.10
2017-09-19,0.0,58.2,44,36,39,0.10
2017-09-20,0.0,58.3,44,35,39,0.00
2017-09-21,0.0,58.3,50,39,43,0.00
2017-09-22,0.0,58.3,57,41,46,0.00
2017-09-23,0.0,58.3,57,43,48,0.00
2017-09-24,0.0,58.3,63,43,51,0.00
2017-09-25,0.0,58.3,53,47,50,0.10
2017-09-26,0.0,58.4,62,47,51,0.00
2017-09-27,0.0,58.4,67,51,58,0.00
2017-09-28,0.0,58.4,72,55,61,0.00
2017-09-29,0.0,58.4,61,41,52,0.00
2017-09-30,0.0,58.4,49,40,43,0.00
2017-10-01,0.0,0.0,47,36,41,0.10
2017-10-02,0.0,0.1,48,37,41,0.00
2017-10-03,0.0,0.1,57,38,45,0.00
2017-10-04,0.0,0.1,57,41,47,0.00
2017-10-05,0.0,0.1,64,45,50,0.00
2017-10-06,0.0,0.1,59,39,48,0.00
2017-10-07,0.0,0.1,45,35,40,0.00
2017-10-08,0.0,0.1,49,37,40,0.00
2017-10-09,0.0,0.1,56,37,44,0.00
2017-10-10,0.0,0.1,46,32,40,0.00
2017-10-11,0.0,0.1,40,31,34,0.00
2017-10-12,0.0,0.1,42,33,36,0.20
2017-10-13,0.0,0.3,37,29,32,0.00
2017-10-14,0.0,0.3,45,30,38,0.00
2017-10-15,0.0,0.3,56,39,45,0.00
2017-10-16,0.0,0.3,58,41,50,0.00
2017-10-17,0.0,0.3,56,36,44,0.40
2017-10-18,0.0,0.7,50,37,45,2.20
2017-10-19,0.0,2.9,44,35,40,0.30
2017-10-20,0.0,3.2,43,32,36,0.00
2017-10-21,0.0,3.2,48,34,42,1.20
2017-10-22,0.0,4.4,48,36,40,0.10
2017-10-23,0.0,4.5,51,36,45,0.00
2017-10-24,0.0,4.5,64,43,50,0.00
2017-10-25,0.0,4.5,55,37,46,0.00
2017-10-26,0.0,4.5,53,38,45,0.00
2017-10-27,0.0,4.5,70,50,59,0.00
2017-10-28,0.0,4.5,66,49,55,0.00
2017-10-29,0.0,4.5,57,42,47,0.00
2017-10-30,0.0,4.5,52,40,44,0.00
2017-10-31,0.0,4.5,58,44,48,0.00
2017-11-01,0.0,4.5,45,32,38,0.00
2017-11-02,0.0,4.5,38,28,33,0.20
2017-11-03,0.0,4.7,28,20,24,0.10
2017-11-04,0.1,4.8,31,22,28,0.30
2017-11-05,0.4,5.1,30,20,25,0.20
2017-11-06,0.6,5.3,35,18,25,0.00
2017-11-07,0.7,5.3,38,27,33,0.10
2017-11-08,0.8,5.4,43,35,38,0.70
2017-11-09,0.9,6.1,43,35,37,0.10
2017-11-10,0.7,6.2,42,33,35,0.00
2017-11-11,1.3,6.2,42,33,37,0.50
2017-11-12,0.9,6.7,42,36,39,1.80
2017-11-13,0.6,8.5,39,33,35,2.00
2017-11-14,1.8,10.5,36,32,34,2.20
2017-11-15,4.0,12.7,35,29,33,0.90
2017-11-16,4.9,13.6,36,27,30,0.00
2017-11-17,4.9,13.6,35,25,29,0.10
2017-11-18,4.9,13.7,38,29,33,0.00
2017-11-19,4.9,13.7,40,33,36,0.70
2017-11-20,5.1,14.4,41,30,36,0.50
2017-11-21,5.1,14.9,49,31,42,1.40
2017-11-22,4.7,16.3,50,45,47,1.00
2017-11-23,3.5,17.3,45,34,39,0.30
2017-11-24,2.9,17.6,40,33,36,0.00
2017-11-25,2.7,17.6,47,35,40,0.30
2017-11-26,2.5,17.9,49,30,39,1.10
2017-11-27,2.1,19.0,38,29,32,0.00
2017-11-28,2.1,19.0,42,30,35,0.10
2017-11-29,2.1,19.1,40,29,33,0.30
2017-11-30,2.4,19.4,40,31,35,0.00
2017-12-01,2.4,19.4,36,30,33,0.00
2017-12-02,2.4,19.4,36,30,32,0.00
2017-12-03,2.4,19.4,33,24,28,0.30
2017-12-04,2.7,19.7,34,24,28,0.00
2017-12-05,2.7,19.7,39,30,35,0.00
2017-12-06,2.7,19.7,46,37,42,0.00
2017-12-07,2.7,19.7,57,45,48,0.00
2017-12-08,2.6,19.7,53,44,47,0.00
2017-12-09,2.6,19.7,55,46,50,0.00
2017-12-10,2.6,19.7,54,44,49,0.00
2017-12-11,2.6,19.7,56,44,51,0.00
2017-12-12,2.6,19.7,47,39,42,0.00
2017-12-13,2.6,19.7,46,35,41,0.00
2017-12-14,2.6,19.7,50,43,46,0.00
2017-12-15,2.6,19.7,46,31,36,0.10
2017-12-16,2.7,19.8,35,30,33,0.00
2017-12-17,2.7,19.8,46,35,39,0.00
2017-12-18,2.6,19.8,38,32,35,0.40
2017-12-19,3.0,20.2,38,28,32,1.30
2017-12-20,3.7,21.5,29,23,25,0.10
2017-12-21,3.6,21.6,31,26,28,0.00
2017-12-22,3.6,21.6,29,18,25,0.00
2017-12-23,3.6,21.6,28,16,20,0.10
2017-12-24,3.5,21.7,35,26,30,0.20
2017-12-25,3.7,21.9,30,27,28,0.00
2017-12-26,3.7,21.9,29,23,26,0.00
2017-12-27,3.7,21.9,36,28,31,0.00
2017-12-28,3.8,21.9,40,34,36,0.00
